distance_mm,height_mm,level,x_profile_mm,y_profile_mm,x_samlight_mm,y_samlight_mm
4.350063,-0.019535,2,0.219228,-5.177474,-53.848590,-1.981846
4.353768,-0.022187,2,0.215953,-5.179207,-53.851862,-1.983534
4.357474,-0.024846,2,0.212678,-5.180939,-53.855135,-1.985221
4.361179,-0.027531,2,0.209402,-5.182672,-53.858407,-1.986909
4.364884,-0.030249,2,0.206127,-5.184404,-53.861680,-1.988596
4.368590,-0.030743,2,0.202851,-5.186137,-53.864953,-1.990284
4.372295,-0.030007,2,0.199576,-5.187869,-53.868225,-1.991971
4.376000,-0.026077,2,0.196301,-5.189602,-53.871498,-1.993659
4.379706,-0.019583,2,0.193025,-5.191334,-53.874771,-1.995346
4.383411,-0.012446,2,0.189750,-5.193067,-53.878043,-1.997034
4.387116,-0.005949,2,0.186475,-5.194799,-53.881316,-1.998721
4.390822,-0.000727,2,0.183199,-5.196532,-53.884589,-2.000409
4.394527,0.002613,2,0.179924,-5.198264,-53.887861,-2.002096
4.398232,0.004129,2,0.176649,-5.199997,-53.891134,-2.003784
4.401938,0.004773,2,0.173373,-5.201729,-53.894407,-2.005471
4.405643,0.005171,2,0.170098,-5.203462,-53.897679,-2.007159
4.409348,0.006370,2,0.166823,-5.205194,-53.900952,-2.008846
4.413054,0.009350,2,0.163547,-5.206927,-53.904225,-2.010534
4.416759,0.010450,2,0.160272,-5.208659,-53.907497,-2.012221
4.420464,0.012473,2,0.156997,-5.210392,-53.910770,-2.013909
4.424170,0.010970,2,0.153721,-5.212124,-53.914043,-2.015596
4.427875,0.009769,2,0.150446,-5.213857,-53.917315,-2.017284
4.431580,0.006629,2,0.147170,-5.215589,-53.920588,-2.018971
4.435286,0.003777,2,0.143895,-5.217322,-53.923861,-2.020659
4.438991,0.001725,2,0.140620,-5.219054,-53.927133,-2.022346
4.442696,0.000542,2,0.137344,-5.220787,-53.930406,-2.024034
4.446402,-0.002254,2,0.134069,-5.222519,-53.933679,-2.025721
4.450107,-0.008554,2,0.130794,-5.224252,-53.936951,-2.027409
4.453812,-0.014220,2,0.127518,-5.225984,-53.940224,-2.029096
4.457518,-0.018926,2,0.124243,-5.227717,-53.943497,-2.030784
4.461223,-0.019782,2,0.120968,-5.229449,-53.946769,-2.032471
4.464928,-0.021157,2,0.117692,-5.231182,-53.950042,-2.034159
4.468634,-0.026358,2,0.114417,-5.232914,-53.953315,-2.035846
4.472339,-0.037629,2,0.111142,-5.234647,-53.956587,-2.037534
4.476044,-0.055868,2,0.107866,-5.236379,-53.959860,-2.039221
4.479750,-0.067719,2,0.104591,-5.238112,-53.963133,-2.040909
4.483455,-0.075193,2,0.101316,-5.239844,-53.966405,-2.042596
4.487160,-0.079138,2,0.098040,-5.241577,-53.969678,-2.044284
4.490866,-0.083245,2,0.094765,-5.243309,-53.972951,-2.045971
4.494571,-0.087926,2,0.091489,-5.245042,-53.976223,-2.047659
4.498276,-0.090307,2,0.088214,-5.246774,-53.979496,-2.049347
4.501982,-0.087537,2,0.084939,-5.248507,-53.982769,-2.051034
4.505687,-0.079646,2,0.081663,-5.250239,-53.986041,-2.052722
4.509392,-0.067170,2,0.078388,-5.251972,-53.989314,-2.054409
4.513098,-0.054295,2,0.075113,-5.253704,-53.992586,-2.056097
4.516803,-0.041925,2,0.071837,-5.255437,-53.995859,-2.057784
